c_id,c_sur_id,c_so_id,c_url
4050,1144,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4051,1145,11,
4052,1146,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4054,1148,28,http://academic.mintel.com/
5522,441525,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
5521,441524,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4058,1152,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5480,441485,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4060,1154,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4061,1155,28,http://academic.mintel.com/
4062,1156,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4063,1157,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XEU&site=bsi-live
4064,1157,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4065,1157,8,http://www.mergentonline.com/
4066,1159,11,
4067,1160,11,
4068,1161,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4069,1162,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XEH&site=bsi-live
4070,1163,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4071,1165,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XEP&site=bsi-live
5302,441345,55,
5300,846,55,
4074,1168,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XEW&site=bsi-live
4075,1169,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XEX&site=bsi-live
5586,441588,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4077,1171,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4078,1172,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4079,1173,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4080,1174,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4081,1175,11,
4082,1176,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XFG&site=bsi-live
4083,1177,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XFB&site=bsi-live
4084,1178,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XF3&site=bsi-live
4085,1179,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4086,1180,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4087,1181,28,http://academic.mintel.com/
4088,1182,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4089,1183,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XFI&site=bsi-live
4090,1184,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
5585,441587,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4092,1186,28,http://academic.mintel.com/
4093,1187,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XFK&site=bsi-live
4094,1188,28,http://academic.mintel.com/
4096,1190,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4097,1191,1,http://search.ebscohost.com/login.aspx?direct=true&db=buh&jid=187P&site=bsi-live
4098,1192,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4099,1193,11,
4100,1194,11,
5299,441342,55,
4102,1196,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4103,1197,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4104,1198,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4106,1200,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4107,1201,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4109,1203,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=187Q&site=bsi-live
5479,441484,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
5478,441483,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4112,1206,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=187R&site=bsi-live
4114,1208,28,http://academic.mintel.com/
4115,1209,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4116,1210,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4117,1211,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4118,1212,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4119,1213,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4120,1214,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XGE&site=bsi-live
4121,1215,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XG5&site=bsi-live
4122,1216,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4123,1217,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4124,1218,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4125,1219,28,http://academic.mintel.com/
4126,1220,28,http://academic.mintel.com/
4127,1221,28,http://academic.mintel.com/
4128,1222,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XGM&site=bsi-live
4129,1223,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XGJ&site=bsi-live
7102,443117,71,http://clients1.ibisworld.com.ezproxy.bu.edu/reports/us/specializedreports/home.aspx
5520,441523,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4132,1226,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4133,1227,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4134,1228,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4135,1229,28,http://academic.mintel.com/
4136,1230,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4137,1231,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4138,1232,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4139,1233,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4140,1234,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4141,1235,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4142,1236,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4143,1237,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4144,1238,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4145,1239,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4146,1240,28,http://academic.mintel.com/
4148,1242,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4149,1243,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4150,1244,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4151,1245,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4152,1246,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4153,1247,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4154,1248,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4155,1249,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4156,1250,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4157,1251,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=183P&site=bsi-live
4158,1251,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4159,1253,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=1Y3B&site=bsi-live
4160,1254,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4161,1255,28,http://academic.mintel.com/
4162,1256,28,http://academic.mintel.com/
6535,442546,28,http://academic.mintel.com/
4164,1258,28,http://academic.mintel.com/
4165,1259,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XGP&site=bsi-live
4166,1260,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XGQ&site=bsi-live
4167,1261,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XGR&site=bsi-live
4168,1262,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4169,1263,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4170,1264,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4171,1265,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5460,441465,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=38MX&site=bsi-live
4173,1267,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5461,441466,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=2QYO&site=bsi-live
5459,441464,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=32C1&site=bsi-live
4176,1270,28,http://academic.mintel.com/
4177,1271,28,http://academic.mintel.com/
4178,1272,28,http://academic.mintel.com/
4179,1273,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XHH&site=bsi-live
4180,1274,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XHE&site=bsi-live
4181,1275,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4182,1276,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4183,1277,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4184,1278,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5477,441482,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4186,1280,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5476,441481,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
5475,441480,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
5474,441479,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4191,1285,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4192,1286,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4193,1287,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4194,1288,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4195,1289,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4196,1290,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4197,1291,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4198,1292,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4199,1293,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5298,747,55,
4201,1295,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4202,1296,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
7101,443115,71,http://clients1.ibisworld.com.ezproxy.bu.edu/reports/us/specializedreports/home.aspx
7099,443113,28,http://academic.mintel.com/
7100,443114,71,http://clients1.ibisworld.com.ezproxy.bu.edu/reports/us/specializedreports/home.aspx
4206,1300,28,http://academic.mintel.com/
4207,1301,28,http://academic.mintel.com/
4208,1302,28,http://academic.mintel.com/
4209,1303,28,http://academic.mintel.com/
4210,1304,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4211,1305,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4212,1306,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4213,1307,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4214,1308,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4215,1309,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4216,1310,28,http://academic.mintel.com/
4217,1311,28,http://academic.mintel.com/
4218,1312,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4219,1313,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4220,1314,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4221,1315,11,
4222,1316,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XJ9&site=bsi-live
4223,1317,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5351,441365,2,http://find.galegroup.com.ezproxy.bu.edu/gvrl/infomark.do?type=aboutBook&prodId=GVRL&eisbn=0787693707&version=1.0&userGroupName=bost84371&source=gale
7053,443067,71,http://clients1.ibisworld.com.ezproxy.bu.edu/reports/us/specializedreports/home.aspx
4233,1327,28,http://academic.mintel.com/
4234,1328,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XJW&site=bsi-live
4235,1329,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XJP&site=bsi-live
5462,441467,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=2QYU&site=bsi-live
4237,1331,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4238,1332,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4239,1333,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
6573,442583,28,http://academic.mintel.com/
4242,1336,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XKY&site=bsi-live
4243,1337,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XKV&site=bsi-live
4244,1338,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4245,1339,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4246,1340,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4247,1341,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4248,1342,11,
4249,1343,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4250,1344,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4251,1345,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4252,1346,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4253,1347,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4254,1348,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XL0&site=bsi-live
4255,1349,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4256,1350,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XKZ&site=bsi-live
4257,1351,11,
4258,1352,28,http://academic.mintel.com/
5473,441478,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4260,1354,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
5472,441477,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4262,1356,28,http://academic.mintel.com/
4263,1357,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4264,1358,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XLH&site=bsi-live
4265,1359,28,http://academic.mintel.com/
4266,1360,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5519,441522,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
5471,441476,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
5470,441475,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4271,1365,28,http://academic.mintel.com/
4272,1366,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4273,1367,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4274,1368,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4275,1369,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5564,441567,69,http://proquest.umi.com/pqdweb?RQT=325&type=222&npc=22&pmid=102509&TS=1260302720&clientId=3740
4278,1372,28,http://academic.mintel.com/
4279,1373,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4280,1374,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4281,1375,1,http://search.ebscohost.com/login.aspx?direct=true&db=bh&jid=XM3&site=bsi-live
4282,1375,8,http://www.mergentonline.com/
4283,1377,28,http://academic.mintel.com/
4284,1378,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XLY&site=bsi-live
4285,1379,8,http://www.mergentonline.com/
4286,1380,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4287,1381,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4288,1382,8,http://www.mergentonline.com/
4289,1383,8,http://www.mergentonline.com/
4290,1384,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4291,1385,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4292,1386,11,
4293,1387,11,
4294,1388,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4295,1389,28,http://academic.mintel.com/
4296,1390,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4297,1391,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XMC&site=bsi-live
4298,1392,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XM9&site=bsi-live
4299,1393,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4300,1394,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4301,1395,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4302,1396,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4303,1397,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4304,1398,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4305,1399,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4306,1400,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4307,1401,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4308,1402,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4309,1403,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4310,1404,28,http://academic.mintel.com/
4311,1405,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
6625,442636,28,http://academic.mintel.com/
4313,1407,28,http://academic.mintel.com/
4315,1409,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XMK&site=bsi-live
4316,1410,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XMH&site=bsi-live
4317,1411,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XML&site=bsi-live
4318,1412,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4319,1413,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4320,1414,11,
4321,1415,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4322,1416,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4323,1417,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4324,1418,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4325,1419,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4326,1420,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4327,1421,8,http://www.mergentonline.com/
4328,1422,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XMY&site=bsi-live
4329,1422,5,http://www.lexisnexis.com/us/lnacademic/api/version1/sf?shr=t&sfi=AC00NBGenSrch&csi=3746
4330,1423,11,
4331,1425,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XMT&site=bsi-live
4332,1426,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
5297,441340,55,
4334,1428,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4335,1429,28,http://academic.mintel.com/
6589,442599,28,http://academic.mintel.com/
4337,1431,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XN7&site=bsi-live
4338,1431,28,http://academic.mintel.com/
4339,1433,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XN4&site=bsi-live
4340,1434,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4341,1435,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4342,1436,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4343,1437,8,http://www.mergentonline.com/
4344,1438,8,http://www.mergentonline.com/
4345,1439,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4346,1440,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4347,1441,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4348,1442,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4349,1443,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4350,1444,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4351,1445,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4352,1446,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4353,1447,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4354,1448,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4355,1449,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4356,1450,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4357,1451,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4358,1452,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4360,1454,28,http://academic.mintel.com/
4361,1455,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4362,1456,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4363,1457,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XO2&site=bsi-live
4364,1457,28,http://academic.mintel.com/
4365,1459,28,http://academic.mintel.com/
4366,1460,1,http://search.ebscohost.com/login.aspx?direct=true&db=bth&jid=XNW&site=bsi-live
4368,1462,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4369,1463,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
4370,1464,2,http://find.galegroup.com/gvrl/dispAdvSearch.do?prodId=GVRL&userGroupName=bost84371
